Description,Manufacturer,Brand Name,Strength,Label Size,Pack Quantity,Min Price
AMLOD/OLME/HCTZ TB 10-40-25MG 90,ENDO USA INC CS,TRIBENZOR,10-40-25MG,90 EA,1,83.87
AMLOD/OLME/HCTZ TB 5-20-12.5MG 30,ENDO USA INC CS,TRIBENZOR,5-20-12.5MG,30 EA,1,22.27
AMLOD/OLME/HCTZ TB 5-20-12.5MG 90,ENDO USA INC CS,TRIBENZOR,5-20-12.5MG,90 EA,1,52.07
AMLOD/OLME/HCTZ TB 5-40-12.5MG 30,ENDO USA INC CS,TRIBENZOR,5-40-12.5MG,30 EA,1,29.17
AMLOD/OLME/HCTZ TB 5-40-12.5MG 90,ENDO USA INC CS,TRIBENZOR,5-40-12.5MG,90 EA,1,82.27
AMLOD/OLME/HCTZ TB 5-40-25MG 30,ENDO USA INC CS,TRIBENZOR,5-40-25MG,30 EA,1,30.87
AMLOD/OLME/HCTZ TB 5-40-25MG 90,ENDO USA INC CS,TRIBENZOR,5-40-25MG,90 EA,1,80.57
AMLOD/OLMES MEDOX TB 10-20MG 30,MICRO LABS USA INC CS,AZOR,10-20MG,30 EA,1,6.37
AMLOD/OLMES MEDOX TB 10-20MG 90,MICRO LABS USA INC CS,AZOR,10-20MG,90 EA,1,13.87
AMLOD/OLMES MEDOX TB 10-40MG 30,MICRO LABS USA INC CS,AZOR,10-40MG,30 EA,1,6.87
AMLOD/OLMES MEDOX TB 10-40MG 90,MICRO LABS USA INC CS,AZOR,10-40MG,90 EA,1,17.57
AMLOD/OLMES MEDOX TB 5-20MG 30,MICRO LABS USA INC CS,AZOR,5-20MG,30 EA,1,4.67
AMLOD/OLMES MEDOX TB 5-20MG 90,MICRO LABS USA INC CS,AZOR,5-20MG,90 EA,1,11.07
AMLOD/OLMES MEDOX TB 5-40MG 30,MICRO LABS USA INC CS,AZOR,5-40MG,30 EA,1,6.17
AMLOD/OLMES MEDOX TB 5-40MG 90,MICRO LABS USA INC CS,AZOR,5-40MG,90 EA,1,17.67
AMLOD/VALS/HCTZ TB10-160-12.5MG30,STRIDES PHARMA INC CS NCBNET,EXFORGE HCT,10-160-12.5MG,30 EA,1,159.07
AMLOD/VALS/HCTZ TB 10-160-25MG 30,STRIDES PHARMA INC CS NCBNET,EXFORGE HCT,10-160-25MG,30 EA,1,207.77
AMLOD/VALS/HCTZ TB 10-320-25MG 30,STRIDES PHARMA INC CS NCBNET,EXFORGE HCT,10-320-25MG,30 EA,1,288.47
AMLOD/VALS/HCTZ TB 5-160-12.5MG30,STRIDES PHARMA INC CS NCBNET,EXFORGE HCT,5-160-12.5MG,30 EA,1,139.67
AMLOD/VALS/HCTZ TB 5-160-25MG 30,STRIDES PHARMA INC CS NCBNET,EXFORGE HCT,5-160-25MG,30 EA,1,139.67
AMMONIUM LACT CR 12% 140GM FF,MAJOR PHARMACEUTICALS CS CHLC,LAC-HYDRIN,12%,140 GM,1,4.44
AMMONIUM LACT CR 12% 2X140GM,TARO PHARMACEUTICALS USA CS,LAC-HYDRIN,12%,2X140GM,2,11.57
AMMONIUM LACT CR 12% 385GM,PADAGIS US LLC RX CS,LAC-HYDRIN,12%,385 GM,1,24.77
AMMONIUM LACT LT 12% 225GM,TARO PHARMACEUTICALS USA CS,LAC-HYDRIN,12%,225 GM,1,11.67
AMMONIUM LACT LT 12% 226GM FF,MAJOR PHARMACEUTICALS CS CHLC,LAC-HYDRIN,12%,226 GM,1,3.47
AMMONIUM LACT LT 12% 226GM FF,MAJOR PHARMACEUTICALS CS NLC,LAC-HYDRIN,12%,226 GM,1,3.47
AMMONIUM LACT LT 12% 227GM,PADAGIS US LLC OTC CS,LAC-HYDRIN,12%,227 GM,1,4.47
AMMONIUM LACT LT 12% 396GM FF,MAJOR PHARMACEUTICALS CS,,12%,396 GM,1,6.97
AMMONIUM LACT LT 12% 396GM FF,MAJOR PHARMACEUTICALS CS NLC,,12%,396 GM,1,6.97
AMMONIUM LACT LT 12% 400GM,PADAGIS US LLC OTC CS,LAC-HYDRIN,12%,400 GM,1,11.67
AMMONIUM LACT LT 12% 400GM,TARO PHARMACEUTICALS USA CS,LAC-HYDRIN,12%,400 GM,1,17.07
AMNESTEEM CP 40MG 3X10,MYLAN PHARM CS,ACCUTANE,40MG,30 EA,1,57.37
AMOXICILLIN CP 250MG 100,SANDOZ CS,AMOXIL,250MG,100 EA,1,6.47
AMOXICILLIN CP 250MG 500,SANDOZ CS,AMOXIL,250MG,500 EA,1,23.97
AMOXICILLIN CP 500MG 100,SANDOZ CS,AMOXIL,500MG,100 EA,1,8.97
AMOXICILLIN CP 500MG 50,TEVA PHARMA CS,AMOXIL,500MG,50 EA,1,5.37
AMOXICILLIN CP 500MG 500,RISING PHARMA HOLDINGS INC CS,AMOXIL,500MG,500 EA,1,34.47
AMOXICILLIN CP 500MG 500,SANDOZ CS,AMOXIL,500MG,500 EA,1,38.07
AMOXICILLIN CW 125MG 100,TEVA PHARMA CS,AMOXIL,125MG,100 EA,1,16.07
AMOXICILLIN CW 250MG 100,TEVA PHARMA CS,AMOXIL,250MG,100 EA,1,30.37
AMOXICILLIN PT 125MG/5ML 100ML,SANDOZ CS,AMOXIL,125MG/5ML,100 ML,1,1.87
AMOXICILLIN PT 125MG/5ML 100ML DF,HIKMA CS,AMOXIL,125MG/5ML,100 ML,1,2.27
AMOXICILLIN PT 125MG/5ML 150ML,SANDOZ CS,AMOXIL,125MG/5ML,150 ML,1,2.37
AMOXICILLIN PT 125MG/5ML 150ML DF,HIKMA CS,AMOXIL,125MG/5ML,150 ML,1,2.77
AMOXICILLIN PT 125MG/5ML 80ML,SANDOZ CS,AMOXIL,125MG/5ML,80 ML,1,1.67
AMOXICILLIN PT 200MG/5ML 100ML,SANDOZ CS,AMOXIL,200MG/5ML,100 ML,1,3.87
AMOXICILLIN PT 200MG/5ML 100MLDF,HIKMA CS,AMOXIL,200MG/5ML,100 ML,1,4.37
AMOXICILLIN PT 200MG/5ML 50ML,SANDOZ CS,AMOXIL,200MG/5ML,50 ML,1,2.37
AMOXICILLIN PT 200MG/5ML 50ML DF,HIKMA CS,AMOXIL,200MG/5ML,50 ML,1,2.07
AMOXICILLIN PT 200MG/5ML 75ML,SANDOZ CS,AMOXIL,200MG/5ML,75 ML,1,3.27
AMOXICILLIN PT 200MG/5ML 75ML DF,HIKMA CS,AMOXIL,200MG/5ML,75 ML,1,2.87
AMOXICILLIN PT 250MG/5ML 100ML,SANDOZ CS,AMOXIL,250MG/5ML,100 ML,1,2.67
AMOXICILLIN PT 250MG/5ML 100ML DF,HIKMA CS,AMOXIL,250MG/5ML,100 ML,1,2.37
AMOXICILLIN PT 250MG/5ML 150ML,AUROBINDO PHARMA USA CS,AMOXIL,250MG/5ML,150 ML,1,3.97
AMOXICILLIN PT 250MG/5ML 150ML,SANDOZ CS,AMOXIL,250MG/5ML,150 ML,1,3.27
AMOXICILLIN PT 250MG/5ML 150ML DF,HIKMA CS,AMOXIL,250MG/5ML,150 ML,1,3.57
AMOXICILLIN PT 250MG/5ML 80ML,SANDOZ CS,AMOXIL,250MG/5ML,80 ML,1,2.77
AMOXICILLIN PT 250MG/5ML 80ML BGM,AUROBINDO PHARMA USA CS,AMOXIL,250MG/5ML,80 ML,1,2.57
AMOXICILLIN PT 250MG/5ML 80ML DF,HIKMA CS,AMOXIL,250MG/5ML,80 ML,1,2.27
AMOXICILLIN PT 400MG/5ML 100ML,AUROBINDO PHARMA USA CS,AMOXIL,400MG/5ML,100 ML,1,2.57
AMOXICILLIN PT 400MG/5ML 100ML,TEVA PHARMA CS,AMOXIL,400MG/5ML,100 ML,1,2.47
AMOXICILLIN PT 400MG/5ML 100ML DF,HIKMA CS,AMOXIL,400MG/5ML,100 ML,1,3.07
AMOXICILLIN PT 400MG/5ML 50ML,AUROBINDO PHARMA USA CS,AMOXIL,400MG/5ML,50 ML,1,2.67
AMOXICILLIN PT 400MG/5ML 50ML,SANDOZ CS,AMOXIL,400MG/5ML,50 ML,1,2.17
AMOXICILLIN PT 400MG/5ML 50ML DF,HIKMA CS,AMOXIL,400MG/5ML,50 ML,1,1.77
AMOXICILLIN PT 400MG/5ML 75ML,AUROBINDO PHARMA USA CS,AMOXIL,400MG/5ML,75 ML,1,2.07
AMOXICILLIN PT 400MG/5ML 75ML,TEVA PHARMA CS,AMOXIL,400MG/5ML,75 ML,1,1.97
AMOXICILLIN PT 400MG/5ML 75ML DF,HIKMA CS,AMOXIL,400MG/5ML,75 ML,1,2.57
AMOXICILLIN TB 500MG 100,AUROBINDO PHARMA USA CS,AMOXIL,500MG,100 EA,1,10.97
AMOXICILLIN TB 500MG 100,TEVA PHARMA CS,AMOXIL,500MG,100 EA,1,28.37
AMOXICILLIN TB 875MG 100,AUROBINDO PHARMA USA CS,AMOXIL,875MG,100 EA,1,10.07
AMOXICILLIN TB 875MG 20,SANDOZ CS,AMOXIL,875MG,20 EA,1,4.87
AMOX/POT CLAV ER TB 1000-62.5 28,SANDOZ CS,AUGMENTIN XR,1000-62.5MG,28 EA,1,111.27
AMOX/POT CLAV ER TB 1000-62.5 40,SANDOZ CS,AUGMENTIN XR,1000-62.5MG,40 EA,1,163.07
AMOX/POT CLAV PT 200-28.5/5 100ML,AUROBINDO PHARMA USA CS,AUGMENTIN,200-28.5MG/5ML,100 ML,1,4.27
AMOX/POT CLAV PT 200-28.5/5 100ML,HIKMA CS,AUGMENTIN,200-28.5MG/5ML,100 ML,1,5.17
AMOX/POT CLAV PT 200-28.5/5 50ML,AUROBINDO PHARMA USA CS,AUGMENTIN,200-28.5MG/5ML,50 ML,1,2.07
AMOX/POT CLAV PT 200-28.5/5 50ML,HIKMA CS,AUGMENTIN,200-28.5MG/5ML,50 ML,1,5.67
AMOX/POT CLAV PT 200-28.5/5 75ML,AUROBINDO PHARMA USA CS,AUGMENTIN,200-28.5MG/5ML,75 ML,1,3.67
AMOX/POT CLAV PT 200-28.5/5 75ML,HIKMA CS,AUGMENTIN,200-28.5MG/5ML,75 ML,1,4.27
AMOX/POT CLAV PT 250-62.5/5 100ML,AUROBINDO PHARMA USA CS,AUGMENTIN,250-62.5MG/5ML,100 ML,1,26.17
AMOX/POT CLAV PT 250-62.5/5 150ML,AUROBINDO PHARMA USA CS,AUGMENTIN,250-62.5MG/5ML,150 ML,1,46.77
AMOX/POT CLAV PT 250-62.5/5 150ML,WOCKHARDT USA INC CS,AUGMENTIN,250-62.5MG/5ML,150 ML,1,77.87
AMOX/POT CLAV PT 250-62.5/5 75ML,AUROBINDO PHARMA USA CS,AUGMENTIN,250-62.5MG/5ML,75 ML,1,25.17
AMOX/POT CLAV PT 400-57/5 100ML,SANDOZ CS,AUGMENTIN,400-57MG/5ML,100 ML,1,9.07
AMOX/POT CLAV PT 400-57MG/5 100ML,HIKMA CS,AUGMENTIN,400-57MG/5ML,100 ML,1,7.47
AMOX/POT CLAV PT 400-57MG/5 50ML,HIKMA CS,AUGMENTIN,400-57MG/5ML,50 ML,1,8.27
AMOX/POT CLAV PT 400-57MG/5 75ML,HIKMA CS,AUGMENTIN,400-57MG/5ML,75 ML,1,6.47
AMOX/POT CLAV PT400-57MG/5ML100ML,AUROBINDO PHARMA USA CS,AUGMENTIN,400-57MG/5ML,100 ML,1,3.17
AMOX/POT CLAV PT400-57MG/5ML 50ML,AUROBINDO PHARMA USA CS,AUGMENTIN,400-57MG/5ML,50 ML,1,2.57
AMOX/POT CLAV PT400-57MG/5ML 75ML,AUROBINDO PHARMA USA CS,AUGMENTIN,400-57MG/5ML,75 ML,1,3.17
AMOX/POT CLAV PT 600-42.9/5 125ML,AUROBINDO PHARMA USA CS,AUGMENTIN ES,600-42.9MG/5ML,125 ML,1,5.67
AMOX/POT CLAV PT 600-42.9/5 200ML,AUROBINDO PHARMA USA CS,AUGMENTIN ES,600-42.9MG/5ML,200 ML,1,9.87
AMOX/POT CLAV PT 600-42.9/5 75ML,AUROBINDO PHARMA USA CS,AUGMENTIN ES,600-42.9MG/5ML,75 ML,1,3.47
AMOX/POT CLAV TB 250-125MG 30,SANDOZ CS,AUGMENTIN,250-125MG,30 EA,1,32.67
AMOX/POT CLAV TB 500-125MG 20,TEVA PHARMA CS,AUGMENTIN,500-125MG,20 EA,1,4.97
AMOX/POT CLAV TB500-125MG 20 CPLT,MICRO LABS USA INC CS,AUGMENTIN,500-125MG,20 EA,1,5.47
AMOX/POT CLAV TB 875-125MG 100,AUROBINDO PHARMA USA CS,AUGMENTIN,875-125MG,100 EA,1,37.47
AMOX/POT CLAV TB 875-125MG 100,MICRO LABS USA INC CS,AUGMENTIN,875-125MG,100 EA,1,27.27
AMOX/POT CLAV TB 875-125MG 20,AUROBINDO PHARMA USA CS,AUGMENTIN,875-125MG,20 EA,1,5.97
AMOX/POT CLAV TB 875-125MG 20,TEVA PHARMA CS,AUGMENTIN,875-125MG,20 EA,1,4.87
AMOX/POT CLAV TB875-125MG 20 CPLT,MICRO LABS USA INC CS,AUGMENTIN,875-125MG,20 EA,1,5.67
AMPICILLIN SOD PR 1GM 10,EUGIA US LLC,POLYCILLIN-N,1GM,10X1EA,10,19.07
AMPICILLIN TRIH CP 500MG 100,SANDOZ CS,PRINCIPEN,500MG,100 EA,1,39.77
ANAGRELIDE HCL CP 0.5MG 100,TORRENT PHARMA INC CS,AGRYLIN,0.5MG,100 EA,1,59.77
ANAGRELIDE HCL CP 1MG 100,TORRENT PHARMA INC CS,AGRYLIN,1MG,100 EA,1,135.37
ANASTROZOLE TB 1MG 30,AUROBINDO PHARMA USA CS,ARIMIDEX,1MG,30 EA,1,2.67
ANASTROZOLE TB 1MG 90,AUROBINDO PHARMA USA CS,ARIMIDEX,1MG,90 EA,1,7.27
ANIMAL SHAPES VITE CW 250,MAJOR RUGBY LABS CHLC,,NOT AVAILABLE,250 EA,1,4.54
ANIMAL SHAPES VITE CW 250,MAJOR RUGBY LABS NLC,,NOT AVAILABLE,250 EA,1,4.54
ANORO ELLIPTA IN 62.5-25MCG 30INH,GLAXO SMITHKLINE,,62.5-25MCG,60 EA,1,484.2
ANTACID CW 500MG 150 MINT,MAJOR RUGBY LAB CS NLC,,500MG,150 EA,1,1.6
ANTACID CW 500MG 150 MINT,MAJOR RUGBY LABS CS CHLC,,500MG,150 EA,1,1.6
ANTHELIOS 60 LQ 150ML MILK SPF60,LA ROCHE POSAY,,3-15-5-5-6%,150 ML,1,25.07
ANTI-DANDRUFF SH 1% 207ML,MAJOR RUGBY LAB CS NLC,SELSUN BLUE / HEAD & SHOULDERS,1%,207 ML,1,2.57
ANTI-DANDRUFF SH 1% 207ML,MAJOR RUGBY LABS CS CHLC,SELSUN BLUE / HEAD & SHOULDERS,1%,207 ML,1,2.57
ANTI-DIARRHEAL TB 2MG 12 CPLT BPK,MAJOR PHARMACEUTICALS CS,,2MG,12 EA,1,1.19
ANTI-DIARRHEAL TB 2MG 12 CPLT BPK,MAJOR PHARMACEUTICALS CS NLC,,2MG,12 EA,1,1.19
ANTI-NAUSEA LQ 118ML CHERRY,MAJOR RUGBY LABS,,21.5-1.87-1.87GM/5ML,118 ML,1,2.05
APOMORPHINE HCL CT 10MG/ML 5X3ML,TRUPHARMA LLC CS NCBNET,APOKYN,10MG/ML,5X3ML,5,3843.17
APRACLONIDINE DR 0.5% 5ML OPTH,SANDOZ CS,IOPIDINE,0.5%,5 ML,1,41.47
APREPITANT CP 125-80MG 3 3D TRPK,GLENMARK PHARMA INC USA CS,EMEND,125-80MG,3 EA,1,374.57
APREPITANT CP 125-80MG 3 3D TRPK,TORRENT PHARMA INC CS,EMEND,125-80MG,3 EA,1,180.17
APREPITANT CP 125MG 6UD BPK,TORRENT PHARMA INC CS,EMEND,125MG,6 EA,1,1027.07
APREPITANT CP 40MG 1UD BPK,TORRENT PHARMA INC CS,EMEND,40MG,1 EA,1,53.97
APREPITANT CP 40MG 5UD BPK,TORRENT PHARMA INC CS,EMEND,40MG,5 EA,1,294.97
APREPITANT CP 80MG 2UD BPK,TORRENT PHARMA INC CS,EMEND,80MG,2 EA,1,205.37
APREPITANT CP 80MG 6UD BPK,TORRENT PHARMA INC CS,EMEND,80MG,6 EA,1,615.47
APRI TB 0.15-0.03MG 6X28 28DAY,TEVA PHARMA CS,ORTHO-CEPT,0.15-0.03MG,6X28EA,6,21.87
AQUEOUS VIT D DR 400U ORL INFT,LANNETT CO INC CS,VITAMIN D,400U,50 ML,1,2.77
ARANELLE TB 3X28 7/9/5,TEVA PHARMA CS,TRI-NORINYL,NOT AVAILABLE,3X28EA,3,32.57
ARFORMOTEROL AH 15MCG/2ML30X2MLUD,LIFESTAR PHARMA LLC CS,BROVANA,15MCG/2ML,30X2ML,30,22.77
ARFORMOTEROL AH 15MCG/2ML60X2MLUD,LIFESTAR PHARMA LLC CS,BROVANA,15MCG/2ML,60X2ML,60,38.27
ARIPIPRAZOLE SL 1MG/ML 150ML ORAL,PHARMACEUTICAL ASSOC CS,ABILIFY,1MG/ML,150 ML,1,81.17
ARIPIPRAZOLE TB 10MG 30,AMNEAL PHARMACEUTICALS LLC CS,ABILIFY,10MG,30 EA,1,3.97
ARIPIPRAZOLE TB 10MG 30,ASCEND LABORATORIES CS,ABILIFY,10MG,30 EA,1,2.57
ARIPIPRAZOLE TB 10MG 90,AMNEAL PHARMACEUTICALS LLC CS,ABILIFY,10MG,90 EA,1,10.97
ARIPIPRAZOLE TB 15MG 30,AMNEAL PHARMACEUTICALS LLC CS,ABILIFY,15MG,30 EA,1,4.37
ARIPIPRAZOLE TB 15MG 30,ASCEND LABORATORIES CS,ABILIFY,15MG,30 EA,1,3.17
ARIPIPRAZOLE TB 15MG 90,AMNEAL PHARMACEUTICALS LLC CS,ABILIFY,15MG,90 EA,1,12.27
ARIPIPRAZOLE TB 20MG 30,AMNEAL PHARMACEUTICALS LLC CS,ABILIFY,20MG,30 EA,1,5.17
ARIPIPRAZOLE TB 20MG 30,ASCEND LABORATORIES CS,ABILIFY,20MG,30 EA,1,3.67
ARIPIPRAZOLE TB 20MG 90,AMNEAL PHARMACEUTICALS LLC CS,ABILIFY,20MG,90 EA,1,15.27
ARIPIPRAZOLE TB 2MG 30,AMNEAL PHARMACEUTICALS LLC CS,ABILIFY,2MG,30 EA,1,3.77
ARIPIPRAZOLE TB 2MG 30,ASCEND LABORATORIES CS,ABILIFY,2MG,30 EA,1,1.87
ARIPIPRAZOLE TB 2MG 90,AMNEAL PHARMACEUTICALS LLC CS,ABILIFY,2MG,90 EA,1,9.27
ARIPIPRAZOLE TB 30MG 30,AMNEAL PHARMACEUTICALS LLC CS,ABILIFY,30MG,30 EA,1,5.97
ARIPIPRAZOLE TB 30MG 30,ASCEND LABORATORIES CS,ABILIFY,30MG,30 EA,1,4.17
ARIPIPRAZOLE TB 30MG 90,AMNEAL PHARMACEUTICALS LLC CS,ABILIFY,30MG,90 EA,1,18.87
ARIPIPRAZOLE TB 5MG 30,AMNEAL PHARMACEUTICALS LLC CS,ABILIFY,5MG,30 EA,1,2.97
ARIPIPRAZOLE TB 5MG 30,ASCEND LABORATORIES CS,ABILIFY,5MG,30 EA,1,2.17
ARIPIPRAZOLE TB 5MG 90,AMNEAL PHARMACEUTICALS LLC CS,ABILIFY,5MG,90 EA,1,10.57
ARIPIPRAZOLE TD 10MG 30 ODT,BIONPHARMA INC CS,ABILIFY,10MG,30 EA,1,109.07
ARIPIPRAZOLE TD 15MG 30 ODT,BIONPHARMA INC CS,ABILIFY,15MG,30 EA,1,108.97
ARMOUR THYROID TB 60MG 100,ABBVIE US LLC 2,,60MG,100 EA,1,111.17
ARTH PN/RLVING CRM 0.075% 57GM,MAJOR RUGBY LABS CHLC,,0.075%,57 GM,1,3.7
ARTH PN/RLVING CRM 0.075% 57GM,MAJOR RUGBY LABS NLC,,0.075%,57 GM,1,3.7
ASENAPINE TB 10MG 6X10 SL BPK,ALEMBIC PHARMACEUTICALS INC CS,SAPHRIS,10MG,60 EA,1,159.77
ASENAPINE TB 2.5MG 6X10 SL BPK,ALEMBIC PHARMACEUTICALS INC CS,SAPHRIS,2.5MG,6X10EA,6,201.27
ASENAPINE TB 5MG 6X10 SL BPK,ALEMBIC PHARMACEUTICALS INC CS,SAPHRIS,5MG,60 EA,1,112.57
ASPIRIN CW 81MG 1000 ORANGE,MAJOR PHARMACEUTICALS CS CHLC,,81MG,1000 EA,1,6.58
ASPIRIN CW 81MG 1000 ORANGE,MAJOR PHARMACEUTICALS CS NLC,,81MG,1000 EA,1,6.58
ASPIRIN CW 81MG 36 ORANGE,MAJOR PHARMACEUTICALS CS CHLC,,81MG,36 EA,1,0.69
ASPIRIN CW 81MG 36 ORANGE,MAJOR PHARMACEUTICALS CS NLC,,81MG,36 EA,1,0.69
ASPIRIN CW 81MG 36 ORANGE,MAJOR RUGBY LAB CS NLC,ASPIRIN,81MG,36 EA,1,0.85
ASPIRIN CW 81MG 36 ORANGE,MAJOR RUGBY LABS CS CHLC,ASPIRIN,81MG,36 EA,1,0.85
ASPIRIN LOW DOSE TB 81MG 1000 EC,MAJOR PHARMACEUTICALS CS CHLC,,81MG,1000 EA,1,6.57
ASPIRIN LOW DOSE TB 81MG 1000 EC,MAJOR PHARMACEUTICALS CS NLC,,81MG,1000 EA,1,6.57
ASPIRIN TB 325MG 100,MAJOR RUGBY LABS CHLC,BAYER ASPIRIN,325MG,100 EA,1,1.34
ASPIRIN TB 325MG 100,MAJOR RUGBY LABS NLC,BAYER ASPIRIN,325MG,100 EA,1,1.34
ASPIRIN TB 325MG 100 EC,MAJOR RUGBY LAB CS NLC,,325MG,100 EA,1,1.95
ASPIRIN TB 325MG 100 EC,MAJOR RUGBY LABS CS CHLC,,325MG,100 EA,1,1.95
ASPIRIN TB 81MG 1000 DR,TIME CAP LABS INC CS,,81MG,1000 EA,1,5.67
ASPIRIN TB 81MG 120 DR EC,TIME CAP LABS INC CS,,81MG,120 EA,1,1.17
ASPIRIN TRI-BUFFERED TB 325MG 100,MAJOR PHARMACEUTICALS CS,BUFFERIN,325MG,100 EA,1,1.84
ASTEPRO SN 205.5MCG 23ML NSL,BAYER HEALTHCARE LLC,,205.5MCG,23 ML,1,21.56
ATAZANAVIR CP 200MG 60,AUROBINDO PHARMA USA CS,REYATAZ,200MG,60 EA,1,138.87
ATAZANAVIR CP 300MG 30,AUROBINDO PHARMA USA CS,REYATAZ,300MG,30 EA,1,88.17
ATAZANAVIR SULF CP 300MG 30,TEVA PHARMA CS,REYATAZ,300MG,30 EA,1,188.37
ATENOLOL/CHLORTH TB 100-25MG 100,ZYDUS PHARMA USA INC CS,TENORETIC 100,100-25MG,100 EA,1,24.87
ATENOLOL/CHLORTH TB 50-25MG 100,ZYDUS PHARMA USA INC CS,TENORETIC 50,50-25MG,100 EA,1,15.87
ATENOLOL TB 100MG 100,AUROBINDO PHARMA USA CS,TENORMIN,100MG,100 EA,1,3.77
ATENOLOL TB 100MG 100,RISING PHARMA HOLDINGS INC CS,TENORMIN,100MG,100 EA,1,6.37
ATENOLOL TB 100MG 1000,AUROBINDO PHARMA USA CS,TENORMIN,100MG,1000 EA,1,28.87
ATENOLOL TB 25MG 100,AUROBINDO PHARMA USA CS,TENORMIN,25MG,100 EA,1,2.47
ATENOLOL TB 25MG 100,RISING PHARMA HOLDINGS INC CS,TENORMIN,25MG,100 EA,1,3.27
ATENOLOL TB 25MG 100,ZYDUS PHARMA USA INC CS,TENORMIN,25MG,100 EA,1,4.57
ATENOLOL TB 25MG 1000,AUROBINDO PHARMA USA CS,TENORMIN,25MG,1000 EA,1,12.87
ATENOLOL TB 50MG 100,AUROBINDO PHARMA USA CS,TENORMIN,50MG,100 EA,1,2.87
ATENOLOL TB 50MG 1000,AUROBINDO PHARMA USA CS,TENORMIN,50MG,1000 EA,1,19.47
ATOMOXETINE HCL CP 100MG 30,RISING PHARMA HOLDINGS INC CS,STRATTERA,100MG,30 EA,1,15.67
ATOMOXETINE HCL CP 10MG 30,RISING PHARMA HOLDINGS INC CS,STRATTERA,10MG,30 EA,1,13.77
ATOMOXETINE HCL CP 18MG 30,RISING PHARMA HOLDINGS INC CS,STRATTERA,18MG,30 EA,1,9.57
ATOMOXETINE HCL CP 25MG 30,RISING PHARMA HOLDINGS INC CS,STRATTERA,25MG,30 EA,1,10.47
ATOMOXETINE HCL CP 40MG 30,RISING PHARMA HOLDINGS INC CS,STRATTERA,40MG,30 EA,1,7.27
ATOMOXETINE HCL CP 60MG 30,RISING PHARMA HOLDINGS INC CS,STRATTERA,60MG,30 EA,1,14.77
ATOMOXETINE HCL CP 80MG 30,RISING PHARMA HOLDINGS INC CS,STRATTERA,80MG,30 EA,1,16.77
ATORVASTATIN CALCIUM TB 80MG 500,DR REDDYS LABS INC CS,LIPITOR,80MG,500 EA,1,37.97
ATORVASTATIN CALC TB 10MG 500,DR REDDYS LABS INC CS,LIPITOR,10MG,500 EA,1,20.37
ATORVASTATIN CALC TB 10MG 90,DR REDDYS LABS INC CS,LIPITOR,10MG,90 EA,1,1.97
ATORVASTATIN CALC TB 20MG 500,DR REDDYS LABS INC CS,LIPITOR,20MG,500 EA,1,33.47
ATORVASTATIN CALC TB 20MG 90,DR REDDYS LABS INC CS,LIPITOR,20MG,90 EA,1,2.17
ATORVASTATIN CALC TB 40MG 500,DR REDDYS LABS INC CS,LIPITOR,40MG,500 EA,1,33.37
ATORVASTATIN CALC TB 40MG 90,DR REDDYS LABS INC CS,LIPITOR,40MG,90 EA,1,2.77
ATORVASTATIN CALC TB 80MG 90,DR REDDYS LABS INC CS,LIPITOR,80MG,90 EA,1,5.47
ATORVASTATIN TB 10MG 1000,APOTEX CORP CS,LIPITOR,10MG,1000 EA,1,12.87
ATORVASTATIN TB 10MG 500,MYLAN PHARM CS,LIPITOR,10MG,500 EA,1,23.77
ATORVASTATIN TB 10MG 90,BIOCON PHARMA INC CS,LIPITOR,10MG,90 EA,1,5.27
ATORVASTATIN TB 10MG 90,MYLAN PHARM CS,LIPITOR,10MG,90 EA,1,4.77
ATORVASTATIN TB 20MG 1000,APOTEX CORP CS,LIPITOR,20MG,1000 EA,1,17.97
ATORVASTATIN TB 20MG 500,MYLAN PHARM CS,LIPITOR,20MG,500 EA,1,45.07
ATORVASTATIN TB 20MG 90,MYLAN PHARM CS,LIPITOR,20MG,90 EA,1,7.97
ATORVASTATIN TB 40MG 1000,APOTEX CORP CS,LIPITOR,40MG,1000 EA,1,26.57
ATORVASTATIN TB 40MG 500,MYLAN PHARM CS,LIPITOR,40MG,500 EA,1,47.67
ATORVASTATIN TB 40MG 90,MYLAN PHARM CS,LIPITOR,40MG,90 EA,1,7.97
ATORVASTATIN TB 80MG 1000,APOTEX CORP CS,LIPITOR,80MG,1000 EA,1,41.67
ATORVASTATIN TB 80MG 500,MYLAN PHARM CS,LIPITOR,80MG,500 EA,1,48.57
ATORVASTATIN TB 80MG 90,MYLAN PHARM CS,LIPITOR,80MG,90 EA,1,8.77
ATOVAQUONE SS 750MG/5ML 210ML,CAMBER PHARMA CS,MEPRON,750MG/5ML,210 ML,1,116.75
ATOVQ/PRG HCL TB 250-100MG 100,GLENMARK PHARMA INC USA CS,MALARONE,250-100MG,100 EA,1,89.87
ATOVQ/PRG HCL TB 250-100MG 2X12UD,GLENMARK PHARMA INC USA CS,MALARONE,250-100MG,2X12EA,2,44.97
ATROPINE SULFATE DR 1% 15ML OPTH,AMNEAL PHARMACEUTICALS LLC CS,ISOPTO ATROPINE,1%,15 ML,1,91.87
ATROPINE SULFATE DR 1% 2ML OPTH,AMNEAL PHARMACEUTICALS LLC CS,ISOPTO ATROPINE,1%,2 ML,1,15.07
ATROPINE SULFATE DR 1% 5ML OPTH,AMNEAL PHARMACEUTICALS LLC CS,ISOPTO ATROPINE,1%,5 ML,1,25.97
